latitude, longitude
54.602076993393645, -7.301102782773101 Omagh Hum https://www.bbc.co.uk/news/articles/cmm3jerqvero In this case, the local council know what the hum is, but the source has not been published (see link)
53.614586681636034, -0.2151311259705594 Immingham Hum https://www.bbc.co.uk/news/uk-england-humber-68141965
50.399057544360126, -4.137272896635413 Plymouth Hum https://www.plymouthherald.co.uk/news/plymouth-news/mysterious-plymouth-hum-left-people-8927798
