@id,@lat,@lon,name
7706921199,47.9547980,12.2917498,
7729719229,42.1871899,-88.3744955,
7816564815,42.0810748,-88.3099844,
7816564848,42.0827962,-88.3114378,
7827917052,42.1944237,-88.2634798,
8004170910,54.0021742,14.0609068,
8133168086,41.1085341,-73.8426813,Glacial Erratic
8292875930,45.7967442,8.5863048,Masso Erratico
8292875931,45.7978267,8.5920854,Masso Erratico
8292875933,45.7949313,8.5959486,Masso Erratico Vecchio  Lavatoio
8292875934,45.7999626,8.5710938,Masso Erratico del Punciun
8292875935,45.7925480,8.5679022,Masso Erratico
8292875936,45.7909307,8.5669362,Masso Erratico
8292875937,45.7951731,8.5784818,Masso Erratico
8292875938,45.8010918,8.5748383,Masso Erratico La Pultruneta
8292875939,45.8007908,8.5743796,Masso Erratico Sass Piatt
8292875940,45.8010223,8.5722856,Masso Erratico
8292875941,45.8004591,8.5708360,Masso Erratico
8292875942,45.8011709,8.5758787,Masso Erratico
8292875943,45.7990357,8.5852254,Masso Erratico
8309313988,45.7998629,8.5913612,Masso Erratico
8386046127,47.6717607,-122.3071700,Ravenna Park Erratic
8443547952,47.7769404,12.2122850,
8443547953,47.7770792,12.2120231,
8617392695,45.7979991,8.5965053,Masso Erratico
8694760552,48.0065172,11.3955686,garnet amphibolite
8694766043,48.0003838,11.3718818,
8793378072,40.9883566,-72.3474642,Glacier Erratic
8847049892,43.7414487,-72.1444357,
8980312989,41.5124342,-72.3382303,
9046727936,41.2360195,-74.0606300,Irish Potato
9164849335,59.9287306,16.5388657,Flyttblock
9214791089,58.7120007,16.1848938,Jättestenarna vid Övre Glottern
9235018162,58.7157504,16.2440982,Trehörningsstenen
9253821994,58.6811039,16.5601849,Älgstenen
9253894738,58.6705815,16.5751464,Forsstenen
9362647039,47.0292430,7.4789362,
9462485110,58.7321234,16.2218168,Domkyrkostenen
9546797538,45.8939893,9.4005732,Masso erratico
9558918643,46.7730241,7.5511801,Fuchsenstein
9558918645,46.7670439,7.5422787,Geist
9621393436,54.0173284,13.2476921,Opferstein bei Pustow
9689851608,58.7159550,16.2372233,Jättestenen vid Bomgölen
9706260732,41.9094073,-73.2142564,
9923083773,47.1649544,7.2477514,
9949990209,41.9093068,-73.2143270,
10000395298,45.7901951,10.0442646,Masso Erratico
10051070017,42.1886946,-88.3069951,
10096496268,46.0122687,8.6071285,Masso Erratico
10102270804,49.3611096,-123.1417224,Brothers Creek Erratic
