item	location	itemLabel
http://www.wikidata.org/entity/Q98279803	Point(12.782872852 49.240872576)	Erdstall tunnel in Weiding (Landkreis Cham)
http://www.wikidata.org/entity/Q98279811	Point(11.629416973 49.237715323)	Erdstall tunnel in Velburg
http://www.wikidata.org/entity/Q98279868	Point(12.397685771 49.178572384)	Erdstall tunnel in Walderbach
http://www.wikidata.org/entity/Q98279873	Point(12.724230475 49.15690335)	Erdstall tunnel in Zandt
http://www.wikidata.org/entity/Q98279875	Point(12.725542742 49.15504797)	Erdstall tunnel in Zandt
http://www.wikidata.org/entity/Q98279886	Point(12.34707797 49.134878094)	Erdstall tunnel in Wald (Oberpfalz)
http://www.wikidata.org/entity/Q98279891	Point(12.652696502 49.126366568)	Erdstall tunnel in Traitsching
http://www.wikidata.org/entity/Q98279892	Point(12.353622868 49.123323118)	Erdstall tunnel in Wald (Oberpfalz)
http://www.wikidata.org/entity/Q98279894	Point(12.675235365 49.122888063)	Erdstall tunnel in Traitsching
http://www.wikidata.org/entity/Q98279897	Point(12.325057346 49.11724108)	Erdstall tunnel in Wald (Oberpfalz)
http://www.wikidata.org/entity/Q98279928	Point(12.346917498 49.095232649)	Erdstall tunnel in Wald (Oberpfalz)
http://www.wikidata.org/entity/Q98280117	Point(12.743659969 49.198532721)	Erdstall tunnel in Chamerau
http://www.wikidata.org/entity/Q98280132	Point(12.004311028 49.059071609)	Erdstall tunnel in Pettendorf
http://www.wikidata.org/entity/Q98291050	Point(10.993532519 48.307749056)	Erdstall tunnel in Kissing
http://www.wikidata.org/entity/Q98291052	Point(10.990656275 48.298753556)	Erdstall tunnel in Kissing
http://www.wikidata.org/entity/Q98291068	Point(10.989984433 48.296249836)	Erdstall tunnel in Kissing
http://www.wikidata.org/entity/Q98295798	Point(11.095208698 48.276961983)	Erdstall tunnel in Ried (bei Mering)
http://www.wikidata.org/entity/Q98295822	Point(11.053477751 48.280377424)	Erdstall tunnel in Ried (bei Mering)
http://www.wikidata.org/entity/Q98301860	Point(12.015447457 47.988458415)	Erdstall tunnel in Aßling
http://www.wikidata.org/entity/Q98302036	Point(11.779653065 47.970199368)	Erdstall tunnel in Aying
http://www.wikidata.org/entity/Q98302040	Point(11.778250163 47.960867426)	Erdstall tunnel in Aying
http://www.wikidata.org/entity/Q98302535	Point(11.915409624 47.996042874)	Erdstall tunnel in Baiern (Landkreis Ebersberg)
http://www.wikidata.org/entity/Q98306055	Point(12.728455002 48.144278901)	Erdstall tunnel in Burgkirchen an der Alz
http://www.wikidata.org/entity/Q98306846	Point(11.012802117 47.952673602)	Erdstall tunnel in Dießen am Ammersee
http://www.wikidata.org/entity/Q98307633	Point(11.600923683 48.322467632)	Erdstall tunnel in Eching (Landkreis Freising)
http://www.wikidata.org/entity/Q98326401	Point(12.578541563 48.282592433)	Erdstall tunnel in Erharting
http://www.wikidata.org/entity/Q98326853	Point(11.658314768 48.390014443)	Erdstall tunnel in Freising
http://www.wikidata.org/entity/Q98327025	Point(11.691904397 48.397946661)	Erdstall tunnel in Freising
http://www.wikidata.org/entity/Q98327049	Point(12.862270904 47.96136979)	Erdstall tunnel in Fridolfing
http://www.wikidata.org/entity/Q98328261	Point(11.875885578 48.010755614)	Erdstall tunnel in Glonn
http://www.wikidata.org/entity/Q98328774	Point(11.829116339 48.458810017)	Erdstall tunnel in Haag an der Amper
http://www.wikidata.org/entity/Q98330386	Point(11.834227664 47.842502739)	Erdstall tunnel in Irschenberg
http://www.wikidata.org/entity/Q98331057	Point(11.684365045 48.439391418)	Erdstall tunnel in Kirchdorf an der Amper
http://www.wikidata.org/entity/Q98332237	Point(11.220389901 48.211423956)	Erdstall tunnel in Maisach
http://www.wikidata.org/entity/Q98332241	Point(11.277077006 48.242398785)	Erdstall tunnel in Maisach
http://www.wikidata.org/entity/Q98332345	Point(11.271343295 48.241729451)	Erdstall tunnel in Maisach
http://www.wikidata.org/entity/Q98332438	Point(11.172291043 48.218993894)	Erdstall tunnel in Mammendorf
http://www.wikidata.org/entity/Q98332446	Point(11.173854912 48.218677397)	Erdstall tunnel in Mammendorf
http://www.wikidata.org/entity/Q98332835	Point(11.907179417 48.514143645)	Erdstall tunnel in Mauern
http://www.wikidata.org/entity/Q98332928	Point(11.80564373 47.772045904)	Erdstall tunnel in Miesbach
http://www.wikidata.org/entity/Q98333018	Point(11.020170197 48.165060204)	Erdstall tunnel in Moorenweis
http://www.wikidata.org/entity/Q98334249	Point(11.824859076 48.529148067)	Erdstall tunnel in Nandlstadt
http://www.wikidata.org/entity/Q98334761	Point(12.500112198 48.349604774)	Erdstall tunnel in Neumarkt-Sankt Veit
http://www.wikidata.org/entity/Q98336301	Point(12.586644692 48.303839958)	Erdstall tunnel in Pleiskirchen
http://www.wikidata.org/entity/Q98337010	Point(12.723402199 48.283407685)	Erdstall tunnel in Reischach
http://www.wikidata.org/entity/Q98339522	Point(12.632913172 48.154236022)	Erdstall tunnel in Unterneukirchen
http://www.wikidata.org/entity/Q98339523	Point(12.605732288 48.164360417)	Erdstall tunnel in Unterneukirchen
