54.14876	-0.16733	Bempton Cliffs	https://greyhairgreymatter.blog/2020/11/bempton-cliffs-a-first-hand-account-of-strangeness/
52.71824	-1.97929	Cannock Chase	https://www.stokesentinel.co.uk/news/stoke-on-trent-news/24-most-haunted-places-staffordshire-5028927
40.25815	-109.88839	Skinwalker Ranch	https://en.wikipedia.org/wiki/Skinwalker_Ranch
