52.32104	1.59456	Black Shuck	https://www.suffolklive.com/news/history/black-shuck-blythburgh-church-suffolk-5767807
50.51991	-2.44423	Roy Dog	https://en.wikipedia.org/wiki/Cave_Hole,_Portland
54.72853	-3.07998	The Branthwaite Neuk Boggle	https://www.mysteriousbritain.co.uk/forum/the-branthwaite-neuk-boggle-cumbria/
54.34803	-2.75444	The headless dog of Eggholme
54.59554	-3.41973	Black Rook of Mockerkin Tarn
