Point(-3.1917098 53.232607) http://www.wikidata.org/entity/Q29503089 Folly W of The Old Hall
Point(-9.529949274 53.80021286) http://www.wikidata.org/entity/Q33110937 Westport House-Church Ruins
Point(-3.109283 52.982606) http://www.wikidata.org/entity/Q29497331 Trevor Tower
Point(-2.647363 52.669487) http://www.wikidata.org/entity/Q26518928 Folly near Wroxeter Grange
Point(-8.4752 51.89213) http://www.wikidata.org/entity/Q30161032 Callanans Tower
Point(-1.605005 53.573273) http://www.wikidata.org/entity/Q26486803 Folly near Paths In Deffer Woods Just Within The Parish Boundary
Point(-4.063726 51.058474) http://www.wikidata.org/entity/Q26545384 The Tower
Point(-0.328349 51.222726) http://www.wikidata.org/entity/Q26523565 Folly Tower At Tower Cottage
Point(-9.271158565 54.27888347) http://www.wikidata.org/entity/Q33110909 Castlelacken
Point(-3.803637 50.560801) http://www.wikidata.org/entity/Q26534553 Folly near Scoitor Farmhouse
Point(-1.318398 53.853099) http://www.wikidata.org/entity/Q26602652 Folly near Hazlewood Castle
Point(-2.739837 53.270437) http://www.wikidata.org/entity/Q26545197 Folly tower south west of Fox Hill
Point(-2.112873 52.415858) http://www.wikidata.org/entity/Q26588388 Folly Tower 150 Yards South Of Clent Grove
Point(-0.290836 51.478731) http://www.wikidata.org/entity/Q27082377 Temple of Arethusa
Point(-2.184187 51.776728) http://www.wikidata.org/entity/Q26557486 Red Stables
Point(-0.356088 53.630492) http://www.wikidata.org/entity/Q26500131 Folly/Screen Wall near Old Vicarage
Point(-2.722018 54.704765) http://www.wikidata.org/entity/Q26612253 Folly On Hill North East Of Inglewood Bank
Point(-4.2368301 53.187153) http://www.wikidata.org/entity/Q29497253 Privy tower at Porthamel
Point(-4.047843 51.097254) http://www.wikidata.org/entity/Q26604178 Folly near Roborough House
Point(-0.084396 51.797731) http://www.wikidata.org/entity/Q26559064 Folly In Grounds Of Beane River View
Point(-0.611162 50.992588) http://www.wikidata.org/entity/Q26520227 Garden Temple In The Grounds Of Petworth House
Point(-4.222391 51.018878) http://www.wikidata.org/entity/Q26580449 Folly In Garden Of Rosemullion
Point(14.640453 51.536227) http://www.wikidata.org/entity/Q49418029 Rakotzbrücke
Point(-1.502674 50.989847) http://www.wikidata.org/entity/Q26526149 Folly In Garden Of The Vicarage
Point(-1.931527 55.205255) http://www.wikidata.org/entity/Q26652248 Codger Fort
Point(-2.365171 53.297026) http://www.wikidata.org/entity/Q26667943 Folly In Garden To South East Of Broad Terraces
Point(-3.6982232 53.290967) http://www.wikidata.org/entity/Q29480909 The Tower in Tan-y-Coed Gardens
Point(-2.22535 51.715553) http://www.wikidata.org/entity/Q26624661 The Gateway
Point(-0.984459 51.113209) http://www.wikidata.org/entity/Q26623285 Farringdon Church Of England Primary School And Village Hall
Point(-9.224473295 53.57395729) http://www.wikidata.org/entity/Q33110913 Neale House-The Gods of The Neale
Point(-2.220104 51.735181) http://www.wikidata.org/entity/Q26592385 Rodborough Fort
Point(-3.595864 50.358346) http://www.wikidata.org/entity/Q26580395 Hermitage Castle And Attached Retaining Wall Adjoining To South
Point(-2.599379 51.448317) http://www.wikidata.org/entity/Q26500180 Crane Base
Point(-3.9938627 52.946683) http://www.wikidata.org/entity/Q29506117 Folly at Tan-y-Bwlch
Point(0.218064 51.380982) http://www.wikidata.org/entity/Q26530911 Folly In Grounds Of Mill House Situated To West Of The Water Mill
