latitude,longitude,label,link
50.772810,-4.574653,Chevron Fold,
47.820828,-92.236826,Banded Iron Fold
50.618065,-2.251951,Lulworth Crumple
54.07772,-1.67596,Brimham Rocks,https://www.nationaltrust.org.uk/visit/yorkshire/brimham-rocks#place-opening-times
