latitude,longitude,label,link
43.18378601338496,3.0041969891025353,La Via Domitia (Roman Road Surface),https://en.wikipedia.org/wiki/Via_Domitia
53.64922868761992,-2.0495704218678434,Blackstone edge (Roman Road),https://en.wikipedia.org/wiki/Blackstone_Edge
31.715990, 35.795370,Roman Road at Madaba,https://universes.art/en/art-destinations/jordan/madaba/archaeological-park-1/roman-street-1,A great stretch of Roman Road can be seen at the Madaba Archaeological Park.
32.28301095113286, 35.89375783191591,A long stretch of Roman paving - with colonnade, can be seen at Jerash.
