latitude,longitude,label,link
50.60505365931188, -3.7925893734205203,Kitty Jay's Grave,https://www.dartmoor.gov.uk/learning/dartmoor-legends/the-legend-of-jays-grave,a young housemaid who took her own life after being betrayed by her lover, was buried at a crossroads in keeping with old superstitions that suicides should not rest in consecrated ground. Her grave, later marked by stones, remains remarkable and fresh flowers appear there year-round, keeping her memory alive.
